year,tract_geoid,display_area_label,primary_place,primary_zip,landmark_context_note,tract_number,tract_name_canonical,tract_name_latest,centroid_lat,centroid_lon,is_stable_all_4_years,cluster_id,cluster_label,median_household_income,poverty_rate,unemployment_rate,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_hh_income_under_25k,pct_hh_income_25k_50k,pct_hh_income_100k_plus,pct_bachelors_or_higher,pct_renter_occupied,pct_age_18_24,pct_age_65_plus,pct_family_households,occupied_units,alice_households,county_total_households,source_variant,raw_hardship_score,score_shifted_positive,student_proxy_scaled,student_adjustment_multiplier,adjusted_weight_component,tract_allocation_weight,estimated_alice_households,estimated_alice_share_of_county_pct,estimated_alice_rate_proxy_pct
2021,17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,2,Census Tract 2,Census Tract 2; Champaign County; Illinois,40.12297727012885,-88.23303820803416,1,0,cluster_0,25531.0,39.0,9.3,52.47,32.51,49.1,30.5,2.2,19.6,61.45,20.6,8.4,54.4,921.0,29386.0,84248.0,nonstudent_calibrated,8.100827201361826,19.420526709405248,0.18743343982960597,0.9343982960596379,18.14650706584895,0.037748466644649016,1109.276440819656,3.7748466644649015,120.44261029529382
2021,17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,7,Census Tract 7,Census Tract 7; Champaign County; Illinois,40.12911964670084,-88.2463742564862,1,0,cluster_0,39173.0,30.2,13.2,38.66,19.89,30.5,33.4,6.0,12.1,51.29,15.1,9.1,55.89,1392.0,29386.0,84248.0,nonstudent_calibrated,6.983193769258369,18.302893277301788,0.1288604898828541,0.954898828541001,17.47741134940644,0.036356609950545,1068.3753400067155,3.6356609950545002,76.75110201197668
2021,17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,103,Census Tract 103,Census Tract 103; Champaign County; Illinois,40.29292648139781,-88.14451450086497,1,0,cluster_0,36409.0,29.6,9.4,52.92,20.57,28.2,40.7,9.3,9.8,78.71,9.2,4.3,62.52,1198.0,29386.0,84248.0,nonstudent_calibrated,6.510016546550308,17.829716054593728,0.06602768903088391,0.9768903088391906,17.41767682308714,0.03623234985100543,1064.7238327216455,3.623234985100543,88.87511124554636
2021,17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,9.01,Census Tract 9.01,Census Tract 9.01; Champaign County; Illinois,40.12977778291398,-88.26829601472002,1,0,cluster_0,39673.0,27.1,10.2,39.66,17.8,30.9,33.0,7.4,11.7,63.2,15.8,6.8,54.1,1867.0,29386.0,84248.0,nonstudent_calibrated,5.157235208491299,16.476934716534718,0.13631522896698617,0.9522896698615548,15.690814721539239,0.0326401215393174,959.162611554381,3.26401215393174,51.37453730875099
2021,17019005401,Census Tract 54.01 — Mixed residential area,,61802.0,Renter-heavy housing profile; more very-low-income households.,54.01,Census Tract 54.01,Census Tract 54.01; Champaign County; Illinois,40.12462916764154,-88.19476931100071,1,0,cluster_0,35521.0,22.5,6.0,60.61,19.16,36.2,36.8,5.5,34.7,68.43,18.2,12.9,43.35,2189.0,29386.0,84248.0,nonstudent_calibrated,5.098263541427044,16.417963049470465,0.16187433439829604,0.9433439829605964,15.487786655187367,0.03221778140725779,946.7517244336774,3.221778140725779,43.250421399437066
2021,17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.01,Census Tract 3.01,Census Tract 3.01; Champaign County; Illinois,40.11083056062445,-88.23549759213894,1,1,cluster_1,5512.0,81.5,7.1,62.64,56.08,79.6,15.0,1.2,64.6,100.0,88.6,0.8,2.13,2163.0,29386.0,84248.0,nonstudent_calibrated,11.101417215197648,22.421116723241067,0.9116080937167198,0.6809371671991481,15.267371706965218,0.031759272985182205,933.2779959425643,3.1759272985182205,43.14738769961
2021,17019011100,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,111,Census Tract 111,Census Tract 111; Champaign County; Illinois,40.11409763212329,-88.21447402494275,1,1,cluster_1,25663.0,52.6,7.2,68.56,39.13,47.1,28.2,3.6,71.5,95.63,61.2,0.8,7.04,938.0,29386.0,84248.0,nonstudent_calibrated,7.7374940419615275,19.05719355000495,0.6198083067092651,0.7830670926517572,14.923061147304196,0.03104303621137218,912.2306621073828,3.104303621137218,97.25273583234359
2021,17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,53,Census Tract 53,Census Tract 53; Champaign County; Illinois,40.12870429058973,-88.21959909210925,1,1,cluster_1,21726.0,47.2,9.9,40.58,23.99,54.4,28.9,4.3,47.1,87.45,51.5,4.6,20.81,2350.0,29386.0,84248.0,nonstudent_calibrated,6.8245393183744705,18.14423882641789,0.516506922257721,0.8192225772097976,14.864170092888138,0.030920530706856852,908.6307153516955,3.0920530706856852,38.6651368234764
2021,17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.02,Census Tract 3.02,Census Tract 3.02; Champaign County; Illinois,40.11446918924631,-88.2350976348271,1,1,cluster_1,9771.0,63.5,4.0,55.63,43.63,64.1,21.5,2.2,65.6,100.0,68.4,0.9,4.46,1616.0,29386.0,84248.0,nonstudent_calibrated,7.917907881813493,19.237607389856915,0.6964856230031949,0.7562300319488817,14.548056451051538,0.030262949321001913,889.3070287469623,3.0262949321001913,55.03137554127242
2021,17019005701,Urbana — Senior-heavy residential area,Urbana,61801.0,Older age profile.,57.01,Census Tract 57.01,Census Tract 57.01; Champaign County; Illinois,40.09105574261328,-88.20007432256959,1,0,cluster_0,44333.0,17.2,11.2,59.21,37.9,28.8,21.8,25.4,51.5,49.35,9.3,27.3,56.55,2320.0,29386.0,84248.0,nonstudent_calibrated,3.5703806412213472,14.890080149264767,0.0670926517571885,0.976517571884984,14.54042491253283,0.030247074151407264,888.8405210132538,3.0247074151407265,38.31209142298508
2022,17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,2,Census Tract 2,Census Tract 2; Champaign County; Illinois,40.12297727012885,-88.23303820803416,1,0,cluster_0,32054.0,40.3,9.7,53.2,29.7,40.5,40.3,3.2,19.5,59.57,26.2,8.9,49.27,893.0,34808.178,85820.528264,nonstudent_calibrated,8.72457262503398,17.64761299574204,0.25735294117647056,0.9099264705882353,16.058030207522627,0.04327866388349144,1506.4514360587414,4.327866388349144,168.69556954745144
2022,17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,103,Census Tract 103,Census Tract 103; Champaign County; Illinois,40.29292648139781,-88.14451450086497,1,0,cluster_0,38498.0,29.6,11.0,60.1,19.06,21.5,48.4,11.9,9.9,78.47,10.1,5.1,65.16,1217.0,34808.178,85820.528264,nonstudent_calibrated,7.606734941016762,16.529775311724823,0.08823529411764706,0.9691176470588235,16.01929695650979,0.04317427229062259,1502.8177549124587,4.317427229062258,123.4854359007772
2022,17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.01,Census Tract 3.01,Census Tract 3.01; Champaign County; Illinois,40.11083056062445,-88.23549759213894,1,1,cluster_1,5413.0,84.2,10.7,59.99,52.12,79.8,14.3,1.2,70.8,100.0,88.8,0.6,3.31,2172.0,34808.178,85820.528264,nonstudent_calibrated,11.80625304856898,20.729293419277038,0.9149159663865545,0.679779411764706,14.091346886854136,0.03797817401639636,1321.9510412776995,3.797817401639636,60.86330760947051
2022,17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,7,Census Tract 7,Census Tract 7; Champaign County; Illinois,40.12911964670084,-88.2463742564862,1,0,cluster_0,46185.0,28.7,12.0,23.91,11.22,23.3,35.6,5.2,11.9,48.55,14.4,10.1,52.65,1413.0,34808.178,85820.528264,nonstudent_calibrated,5.4878096359086905,14.41085000661675,0.1334033613445378,0.9533088235294118,13.73799046586663,0.03702582845611539,1288.8016274979298,3.702582845611539,91.21030626312312
2022,17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,53,Census Tract 53,Census Tract 53; Champaign County; Illinois,40.12870429058973,-88.21959909210925,1,1,cluster_1,25759.0,44.3,7.5,44.19,29.73,47.3,32.3,2.2,39.7,86.72,48.7,5.0,23.36,2312.0,34808.178,85820.528264,nonstudent_calibrated,7.314684848508193,16.237725219216255,0.4936974789915966,0.8272058823529412,13.431941817366388,0.036200984037512055,1260.0902961528782,3.6200984037512054,54.502175439138334
2022,17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,9.01,Census Tract 9.01,Census Tract 9.01; Champaign County; Illinois,40.12977778291398,-88.26829601472002,1,0,cluster_0,42380.0,19.0,8.5,52.15,20.91,24.8,30.5,7.5,14.9,56.94,18.0,8.1,57.15,1923.0,34808.178,85820.528264,nonstudent_calibrated,5.333277565158184,14.256317935866242,0.17121848739495799,0.9400735294117647,13.401987118386023,0.03612025188467957,1257.280157006762,3.6120251884679573,65.3811834116881
2022,17019005901,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,59.01,Census Tract 59.01,Census Tract 59.01; Champaign County; Illinois,40.10368062196141,-88.22003620975573,0,1,cluster_1,6964.0,78.2,4.8,60.88,58.81,83.7,4.2,4.7,71.3,95.31,92.3,0.2,15.8,405.0,34808.178,85820.528264,nonstudent_calibrated,11.155051489886208,20.078091860594267,0.9516806722689075,0.6669117647058824,13.390315674675737,0.03608879569217995,1256.185224259033,3.6088795692179954,310.16919117506984
2022,17019005401,Census Tract 54.01 — Mixed residential area,,61802.0,Renter-heavy housing profile; more very-low-income households.,54.01,Census Tract 54.01,Census Tract 54.01; Champaign County; Illinois,40.12462916764154,-88.19476931100071,1,0,cluster_0,35721.0,20.5,9.2,55.44,16.03,41.3,28.8,7.3,36.6,69.36,23.9,9.9,32.31,2213.0,34808.178,85820.528264,nonstudent_calibrated,4.955624656770725,13.878665027478784,0.23319327731092435,0.9183823529411765,12.745921043618385,0.0343520609690884,1195.7326528788815,3.4352060969088396,54.03220302209134
2022,17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.01,Census Tract 4.01,Census Tract 4.01; Champaign County; Illinois,40.1069887905841,-88.23234019148553,1,1,cluster_1,3388.0,90.9,4.5,64.12,56.1,80.5,17.1,0.0,82.4,100.0,96.9,0.1,2.0,549.0,34808.178,85820.528264,nonstudent_calibrated,10.617542254467775,19.540582625175833,1.0,0.65,12.701378706364292,0.03423201306671853,1191.5540041246645,3.4232013066718534,217.04080220849994
2022,17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.02,Census Tract 3.02,Census Tract 3.02; Champaign County; Illinois,40.11446918924631,-88.2350976348271,1,1,cluster_1,11922.0,63.2,1.6,60.58,48.14,64.8,20.6,1.6,75.0,100.0,72.2,0.7,1.65,1697.0,34808.178,85820.528264,nonstudent_calibrated,7.7381758734501815,16.661216244158243,0.7405462184873949,0.7408088235294118,12.342776004403994,0.03326552803678123,1157.9124211682717,3.3265528036781236,68.2329063740879
2023,17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,2,Census Tract 2,Census Tract 2; Champaign County; Illinois,40.12297727012885,-88.23303820803416,1,0,cluster_0,32545.0,45.1,10.5,45.78,30.88,46.4,29.1,8.5,23.0,62.3,27.3,9.3,49.44,894.0,31918.1611,89810.982224,nonstudent_calibrated,8.602859508452653,17.833927520525318,0.27253668763102723,0.9046121593291405,16.132787683661792,0.04189636201330094,1337.25483224446,4.189636201330094,149.5810774322662
2023,17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,103,Census Tract 103,Census Tract 103; Champaign County; Illinois,40.29292648139781,-88.14451450086497,1,0,cluster_0,40297.0,30.1,7.8,58.92,13.9,16.6,46.1,15.3,10.4,81.28,11.1,7.0,66.78,1186.0,31918.1611,89810.982224,nonstudent_calibrated,6.810933868580366,16.04200188065303,0.10272536687631026,0.9640461215932914,15.46522969563584,0.04016273409482716,1281.920617055156,4.016273409482716,108.08774174158147
2023,17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.01,Census Tract 3.01,Census Tract 3.01; Champaign County; Illinois,40.11083056062445,-88.23549759213894,1,1,cluster_1,5982.0,86.7,11.5,60.05,51.31,80.7,16.2,0.0,43.7,100.0,87.2,0.3,4.33,2473.0,31918.1611,89810.982224,nonstudent_calibrated,13.259966308890759,22.491034320963422,0.90041928721174,0.684853249475891,15.403057938785588,0.040001275921380856,1276.767169064185,4.000127592138085,51.62827210126102
2023,17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,53,Census Tract 53,Census Tract 53; Champaign County; Illinois,40.12870429058973,-88.21959909210925,1,1,cluster_1,27094.0,42.9,10.4,46.2,31.25,46.8,35.0,2.3,36.6,88.66,49.6,6.4,18.8,2090.0,31918.1611,89810.982224,nonstudent_calibrated,9.07058753952334,18.301655551596003,0.5062893081761006,0.8227987421383648,15.058579166902812,0.039106674962408695,1248.2131515354972,3.9106674962408694,59.72311729834915
2023,17019005901,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,59.01,Census Tract 59.01,Census Tract 59.01; Champaign County; Illinois,40.10368062196141,-88.22003620975573,0,1,cluster_1,9604.0,69.4,4.8,63.36,61.16,78.0,7.0,8.6,72.4,94.78,88.2,0.5,22.72,383.0,31918.1611,89810.982224,nonstudent_calibrated,11.498528454236073,20.729596466308738,0.9109014675052411,0.6811844863731656,14.120679521625508,0.03667097793092297,1170.4701812937442,3.667097793092297,305.6057914605076
2023,17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,7,Census Tract 7,Census Tract 7; Champaign County; Illinois,40.12911964670084,-88.2463742564862,1,0,cluster_0,48048.0,24.8,6.4,30.78,14.03,23.7,33.2,6.1,9.1,58.12,11.3,9.3,53.46,1459.0,31918.1611,89810.982224,nonstudent_calibrated,4.636163818028832,13.867231830101494,0.10482180293501048,0.9633123689727463,13.358475945349342,0.0346915582803539,1107.2907460023746,3.46915582803539,75.89381398234232
2023,17019005902,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,59.02,Census Tract 59.02,Census Tract 59.02; Champaign County; Illinois,40.107516861666255,-88.22420061157668,0,1,cluster_1,15781.0,66.8,3.2,65.21,42.2,66.5,22.8,0.0,57.6,100.0,84.3,0.1,10.05,756.0,31918.1611,89810.982224,nonstudent_calibrated,9.235195446012366,18.466263458085027,0.870020964360587,0.6954926624737946,12.843150738406097,0.033353274293232524,1064.5751821038843,3.3353274293232524,140.81682302961434
2023,17019011100,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,111,Census Tract 111,Census Tract 111; Champaign County; Illinois,40.11409763212329,-88.21447402494275,1,1,cluster_1,27500.0,45.9,2.7,61.96,36.11,49.0,27.7,7.9,76.3,97.45,48.5,2.0,9.06,1060.0,31918.1611,89810.982224,nonstudent_calibrated,6.225126550447585,15.456194562520247,0.4947589098532495,0.8268343815513627,12.779713072238964,0.03318852859155142,1059.3168022570944,3.3188528591551423,99.93554738274476
2023,17019005401,Census Tract 54.01 — Mixed residential area,,61802.0,Renter-heavy housing profile; more very-low-income households.,54.01,Census Tract 54.01,Census Tract 54.01; Champaign County; Illinois,40.12462916764154,-88.19476931100071,1,0,cluster_0,43047.0,15.2,6.3,51.8,17.64,33.9,27.6,6.9,32.5,69.12,20.4,14.6,31.69,2215.0,31918.1611,89810.982224,nonstudent_calibrated,4.027963722314534,13.259031734387195,0.20020964360586999,0.9299266247379455,12.329926628051991,0.03202044679044912,1022.0337791515329,3.2020446790449117,46.14147987140104
2023,17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,9.01,Census Tract 9.01,Census Tract 9.01; Champaign County; Illinois,40.12977778291398,-88.26829601472002,1,0,cluster_0,44727.0,13.7,3.4,50.99,22.4,30.1,22.4,9.0,17.8,57.76,16.6,9.3,59.01,1932.0,31918.1611,89810.982224,nonstudent_calibrated,3.809331817847498,13.04039982992016,0.16037735849056603,0.9438679245283019,12.308415122485963,0.031964582060662945,1020.2506797064099,3.1964582060662945,52.80800619598395
