year,tract_geoid,display_area_label,primary_place,primary_zip,landmark_context_note,tract_number,tract_name_canonical,tract_name_latest,centroid_lat,centroid_lon,is_stable_all_4_years,cluster_id,cluster_label,median_household_income,poverty_rate,unemployment_rate,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_hh_income_under_25k,pct_hh_income_25k_50k,pct_hh_income_100k_plus,pct_bachelors_or_higher,pct_renter_occupied,pct_age_18_24,pct_age_65_plus,pct_family_households,occupied_units,alice_households,county_total_households,source_variant,raw_hardship_score,score_shifted_positive,student_proxy_scaled,student_adjustment_multiplier,adjusted_weight_component,tract_allocation_weight,estimated_alice_households,estimated_alice_share_of_county_pct,estimated_alice_rate_proxy_pct
2019,17019000302,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.02,Census Tract 3.02,Census Tract 3.02; Champaign County; Illinois,40.11446918924631,-88.2350976348271,1,1,cluster_1,10385.0,68.4,2.4,51.83,39.41,69.9,14.5,0.8,54.0,100.0,69.7,0.0,5.95,1530.0,32848.0,81765.0,nonstudent_calibrated,7.0665913489119045,18.000805125266613,0.7138157894736843,0.7501644736842106,13.503564502687668,0.03236850918638362,1063.2407897543292,3.2368509186383623,69.49286207544635
2019,17019001201,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,12.01,Census Tract 12.01,Census Tract 12.01; Champaign County; Illinois,40.10569426459247,-88.2906752821151,1,0,cluster_0,44503.0,19.3,9.5,38.12,19.15,30.5,29.5,12.3,28.4,54.71,11.9,14.4,55.77,2853.0,32848.0,81765.0,nonstudent_calibrated,2.7644419320272893,13.698655708381994,0.0800438596491228,0.971984649122807,13.31488306216581,0.03191623327511469,1048.3844306209674,3.191623327511469,36.74673784160418
2019,17019000401,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,4.01,Census Tract 4.01,Census Tract 4.01; Champaign County; Illinois,40.1069887905841,-88.23234019148553,1,1,cluster_1,3864.0,89.7,6.0,54.38,47.92,88.8,7.3,0.0,59.1,100.0,95.8,0.0,1.46,480.0,32848.0,81765.0,nonstudent_calibrated,9.430192202872613,20.364405979227318,1.0,0.65,13.236863886497757,0.031729218623996254,1042.241373361029,3.1729218623996256,217.13361945021438
2019,17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,53,Census Tract 53,Census Tract 53; Champaign County; Illinois,40.12870429058973,-88.21959909210925,1,1,cluster_1,21563.0,49.6,8.0,35.42,19.96,54.2,21.2,4.7,42.9,83.33,46.5,4.0,24.33,2429.0,32848.0,81765.0,nonstudent_calibrated,4.795742896269985,15.72995667262469,0.45942982456140347,0.8391995614035088,13.200572740562837,0.03164222749729448,1039.383888831129,3.164222749729448,42.790608844426885
2019,17019005900,,,,,59,Census Tract 59,"Census Tract 59, Champaign County, Illinois",,,0,1,cluster_1,10988.0,70.7,6.6,66.73,48.27,72.2,14.8,3.6,95.9,94.34,90.0,0.1,7.07,1131.0,32848.0,81765.0,nonstudent_calibrated,8.354834441495694,19.2890482178504,0.9364035087719299,0.6722587719298245,12.96723186662728,0.031082901386026707,1021.0111447282053,3.108290138602671,90.27507910947881
2019,17019005402,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,54.02,Census Tract 54.02,Census Tract 54.02; Champaign County; Illinois,40.13372172026016,-88.15811803810122,1,0,cluster_0,45361.0,18.0,7.5,43.32,14.24,25.5,28.1,12.9,24.1,21.45,8.0,17.7,52.26,1571.0,32848.0,81765.0,nonstudent_calibrated,1.9397902675519982,12.874004043906703,0.03728070175438597,0.9869517543859649,12.706020877105727,0.030456769647830475,1000.4439693919354,3.0456769647830475,63.681984047863494
2019,17019000500,Champaign — Mixed residential area,Champaign,61820.0,More households with children.,5,Census Tract 5,Census Tract 5; Champaign County; Illinois,40.1052051044491,-88.25087992661743,1,0,cluster_0,44516.0,29.3,4.5,56.33,36.55,28.4,25.7,19.5,65.4,63.39,23.7,13.7,29.64,1994.0,32848.0,81765.0,nonstudent_calibrated,2.0272033458779553,12.96141712223266,0.20942982456140352,0.9266995614035087,12.011339562340934,0.028791594610965372,945.7462997809905,2.8791594610965374,47.42960380045088
2019,17019005600,,,,,56,Census Tract 56,"Census Tract 56, Champaign County, Illinois",,,0,0,cluster_0,60774.0,14.8,7.4,50.53,34.72,25.1,19.9,21.4,52.3,45.83,9.3,10.1,59.64,3092.0,32848.0,81765.0,nonstudent_calibrated,0.8488943011754048,11.783108077530109,0.05153508771929825,0.9819627192982456,11.570572849596589,0.027735061620162992,911.041304099114,2.7735061620162993,29.464466497384024
2019,17019005701,Urbana — Senior-heavy residential area,Urbana,61801.0,Older age profile.,57.01,Census Tract 57.01,Census Tract 57.01; Champaign County; Illinois,40.09105574261328,-88.20007432256959,1,0,cluster_0,50253.0,14.7,6.7,55.05,29.6,30.2,19.5,25.6,61.6,46.97,9.0,19.5,52.27,2359.0,32848.0,81765.0,nonstudent_calibrated,0.4896989437717983,11.423912720126504,0.048245614035087724,0.9831140350877193,11.231008930773491,0.026921115211894105,884.3047924802976,2.6921115211894104,37.48642613311986
2019,17019006000,Urbana — Student-dense area,Urbana,61802.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,60,Census Tract 60,Census Tract 60; Champaign County; Illinois,40.07547752312056,-88.2230059485385,1,1,cluster_1,21354.0,41.8,5.6,47.92,22.71,60.1,20.7,4.7,92.7,98.77,66.8,1.5,26.13,731.0,32848.0,81765.0,nonstudent_calibrated,3.221206970262029,14.155420746616734,0.6820175438596491,0.7612938596491228,10.776434895149121,0.025831485592613185,848.5126387461579,2.5831485592613186,116.0756003756714
2019,17019011000,,,,,110,Census Tract 110,"Census Tract 110, Champaign County, Illinois",,,0,0,cluster_0,41196.0,15.0,2.7,47.41,18.82,30.7,28.7,21.6,64.0,78.68,18.9,8.2,19.71,2552.0,32848.0,81765.0,nonstudent_calibrated,-0.4108028814385199,10.523410894916184,0.15679824561403508,0.9451206140350877,9.945892566746716,0.023840647026897966,783.1175735395444,2.3840647026897965,30.686425295436692
2019,17019005500,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,55,Census Tract 55,Census Tract 55; Champaign County; Illinois,40.112514816139694,-88.16225777747607,1,0,cluster_0,50370.0,12.3,4.3,37.2,16.97,18.3,31.1,26.2,40.8,32.75,5.8,20.3,52.01,2159.0,32848.0,81765.0,nonstudent_calibrated,-1.2600259621692318,9.674187814185473,0.013157894736842106,0.9953947368421052,9.62963563346225,0.023082568265676194,758.2162023909316,2.3082568265676193,35.11886069434607
2019,17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,106.04,Census Tract 106.04,Census Tract 106.04; Champaign County; Illinois,40.15205846523014,-88.30267282672077,1,0,cluster_0,60824.0,12.0,4.3,49.48,24.91,16.9,20.1,30.5,24.1,27.63,8.1,26.9,71.32,1046.0,32848.0,81765.0,nonstudent_calibrated,-1.3462988709407395,9.587914905413966,0.03837719298245614,0.9865679824561403,9.459129864195411,0.022673860064390036,744.7909553950839,2.2673860064390037,71.20372422515142
2019,17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,57.02,Census Tract 57.02,Census Tract 57.02; Champaign County; Illinois,40.06740664849926,-88.17760194654306,1,0,cluster_0,58590.0,19.6,1.5,50.83,29.25,28.4,15.1,32.3,62.0,57.04,17.4,26.3,44.5,1690.0,32848.0,81765.0,nonstudent_calibrated,-2.2665296914026514,8.667684084952054,0.14035087719298245,0.9508771929824561,8.241903112357917,0.019756125617983542,648.9492142995234,1.9756125617983542,38.399361792871204
2019,17019000800,Champaign — Mixed residential area,Champaign,61822.0,Renter-heavy housing profile.,8,Census Tract 8,Census Tract 8; Champaign County; Illinois,40.15017672250663,-88.24710786804413,1,0,cluster_0,54864.0,8.5,2.6,30.32,12.82,13.0,30.8,17.9,52.5,70.01,9.6,8.8,40.9,2831.0,32848.0,81765.0,nonstudent_calibrated,-2.6485906846831173,8.285623091671587,0.05482456140350877,0.9808114035087719,8.1266336134871,0.019479820659217485,639.8731490139759,1.9479820659217484,22.60237191854383
2019,17019000902,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,9.02,Census Tract 9.02,Census Tract 9.02; Champaign County; Illinois,40.12831209870508,-88.3148535419392,1,0,cluster_0,60412.0,10.6,3.4,42.67,13.25,12.9,21.2,26.5,40.2,44.41,11.7,11.2,55.8,2871.0,32848.0,81765.0,nonstudent_calibrated,-2.6236924244026545,8.31052135195205,0.07785087719298245,0.9727521929824562,8.084077869938882,0.019377813076278942,636.5224039296107,1.9377813076278942,22.17075597107665
2019,17019005800,Urbana — Higher economic stress area,Urbana,61801.0,Higher poverty rate; more very-low-income households.,58,Census Tract 58,Census Tract 58; Champaign County; Illinois,40.10475237949838,-88.21211097927552,1,0,cluster_0,49855.0,27.0,3.1,43.24,28.78,33.6,16.5,32.0,82.0,47.07,30.4,13.8,42.22,1587.0,32848.0,81765.0,nonstudent_calibrated,-2.2169128581625976,8.717300918192107,0.2828947368421052,0.9009868421052631,7.854173425963217,0.018826724205978394,618.4202367179782,1.8826724205978393,38.96787881020657
2019,17019001400,Champaign — Family-oriented residential area,Champaign,61874.0,Higher student concentration; more households with children.,14,Census Tract 14,Census Tract 14; Champaign County; Illinois,40.08102789550842,-88.24061186527473,1,0,cluster_0,57250.0,20.1,2.3,57.95,19.85,25.4,18.8,36.8,73.5,55.84,46.0,5.2,51.01,1678.0,32848.0,81765.0,nonstudent_calibrated,-1.967937554471904,8.9662762218828,0.4539473684210526,0.8411184210526316,7.541700098471816,0.018077714878152976,593.816778317569,1.8077714878152975,35.38836581153569
2019,17019001000,Champaign — Mixed residential area,Champaign,61821.0,General tract context note not flagged by the current rule set.,10,Census Tract 10,Census Tract 10; Champaign County; Illinois,40.11702324024364,-88.27235942332679,1,0,cluster_0,55378.0,15.7,2.2,40.87,11.83,26.1,20.8,24.0,46.1,44.34,14.2,12.9,50.88,1926.0,32848.0,81765.0,nonstudent_calibrated,-3.1747226424175006,7.759491133937204,0.10526315789473684,0.9631578947368421,7.4736151447921495,0.017914512899283162,588.4559197156533,1.7914512899283161,30.553266859587396
2019,17019010400,Rantoul — Senior-heavy residential area,Rantoul,61866.0,Older age profile.,104,Census Tract 104,Census Tract 104; Champaign County; Illinois,40.31246101875809,-88.07684464115012,1,0,cluster_0,70182.0,7.7,3.8,31.45,12.29,12.8,22.2,30.0,19.2,21.6,8.2,21.2,67.83,1884.0,32848.0,81765.0,nonstudent_calibrated,-4.135324617922411,6.798889158432294,0.039473684210526314,0.9861842105263158,6.704957137164479,0.01607201318180993,527.9334889960926,1.6072013181809932,28.021947398943343
2019,17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,13.02,Census Tract 13.02,Census Tract 13.02; Champaign County; Illinois,40.06954853052552,-88.26238753060579,1,0,cluster_0,94902.0,6.6,4.0,62.7,23.82,13.6,13.0,47.4,62.4,27.69,6.6,33.5,53.44,2062.0,32848.0,81765.0,nonstudent_calibrated,-4.536180510176093,6.3980332661786115,0.021929824561403508,0.9923245614035088,6.348925554705749,0.015218593216647074,499.9003499804231,1.5218593216647074,24.24346993115534
2019,17019010800,Sidney — Senior-heavy residential area,Sidney,61877.0,More households with children; older age profile.,108,Census Tract 108,Census Tract 108; Champaign County; Illinois,39.96077755981303,-88.06275539987071,1,0,cluster_0,72740.0,7.7,4.7,34.95,8.74,13.1,19.3,34.4,24.1,11.51,6.1,18.0,72.33,1789.0,32848.0,81765.0,nonstudent_calibrated,-4.755375894138515,6.17883788221619,0.01644736842105263,0.9942434210526315,6.143268914144221,0.014725627166243739,483.7074011567743,1.472562716624374,27.037864793559212
2019,17019010900,,,,,109,Census Tract 109,"Census Tract 109, Champaign County, Illinois",,,0,0,cluster_0,73347.0,12.2,3.0,33.59,21.18,15.7,16.0,33.7,33.6,18.71,12.7,15.0,65.67,3533.0,32848.0,81765.0,nonstudent_calibrated,-4.9168600866591605,6.017353689695544,0.08881578947368421,0.9689144736842106,5.830301083223101,0.013975432496666195,459.06500665049117,1.3975432496666196,12.993631662906626
2019,17019010700,,,,,107,Census Tract 107,"Census Tract 107, Champaign County, Illinois",,,0,0,cluster_0,89767.0,5.1,1.9,48.11,31.49,13.9,12.7,42.3,32.1,13.79,7.4,14.6,77.69,2878.0,32848.0,81765.0,nonstudent_calibrated,-5.042252790151902,5.891960986202803,0.030701754385964918,0.9892543859649123,5.828648247535273,0.013971470592597504,458.9348660256428,1.3971470592597504,15.946312231606768
2019,17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,11,Census Tract 11,Census Tract 11; Champaign County; Illinois,40.10547701256571,-88.26718054450109,1,0,cluster_0,73300.0,5.3,0.5,40.0,16.82,12.8,17.5,33.3,53.3,26.28,4.7,21.1,51.97,1674.0,32848.0,81765.0,nonstudent_calibrated,-6.11233011303612,4.821883663318585,0.0010964912280701812,0.9996162280701755,4.820033159719723,0.011553785489602304,379.5187457624565,1.1553785489602304,22.671370714603135
2019,17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,106.03,Census Tract 106.03,Census Tract 106.03; Champaign County; Illinois,40.1817205433639,-88.37801740861045,1,0,cluster_0,91607.0,8.1,2.0,42.33,23.49,12.5,15.8,45.8,43.3,16.28,7.8,12.9,75.24,2641.0,32848.0,81765.0,nonstudent_calibrated,-6.1220875398076515,4.812126236547053,0.03508771929824561,0.987719298245614,4.753029949431562,0.011393176486898028,374.24306124162644,1.139317648689803,14.170505916002515
2019,17019001301,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,13.01,Census Tract 13.01,Census Tract 13.01; Champaign County; Illinois,40.09098096791916,-88.26081426219282,1,0,cluster_0,74070.0,9.3,4.2,29.76,10.72,15.7,17.5,33.8,66.2,35.8,7.9,21.7,57.75,2788.0,32848.0,81765.0,nonstudent_calibrated,-6.497578247696485,4.436635528658219,0.0361842105263158,0.9873355263157895,4.380447874759094,0.010500084421886798,344.90677309013756,1.0500084421886797,12.371118116575952
2019,17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,12.06,Census Tract 12.06,Census Tract 12.06; Champaign County; Illinois,40.09131625878624,-88.30470520960401,1,0,cluster_0,108385.0,2.2,1.1,57.01,32.71,7.8,12.9,56.2,68.1,12.1,5.1,29.7,72.62,884.0,32848.0,81765.0,nonstudent_calibrated,-7.146390480304204,3.787823296050501,0.005482456140350877,0.9980811403508771,3.780554994769702,0.009062120527766991,297.67253509609014,0.9062120527766991,33.67336369865273
2019,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,105,Census Tract 105,Census Tract 105; Champaign County; Illinois,40.31102797712141,-88.3465464139626,1,0,cluster_0,83728.0,4.1,3.2,29.05,7.14,9.5,17.0,38.4,33.8,12.46,7.8,19.0,75.55,1685.0,32848.0,81765.0,nonstudent_calibrated,-7.361915137513792,3.5722986388409126,0.03508771929824561,0.987719298245614,3.5284283046797085,0.008457764168178667,277.82063739633287,0.8457764168178666,16.487871655568718
2019,17019001205,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children.,12.05,Census Tract 12.05,Census Tract 12.05; Champaign County; Illinois,40.08366982891983,-88.3282572598364,1,0,cluster_0,99671.0,7.8,2.4,38.01,19.74,13.0,13.3,50.0,71.3,34.94,5.2,9.3,66.51,2899.0,32848.0,81765.0,nonstudent_calibrated,-7.442923725001625,3.4912900513530793,0.006578947368421058,0.9976973684210526,3.4832508966295688,0.008349472365136818,274.2634682500142,0.8349472365136819,9.460623258020497
2019,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,12.03,Census Tract 12.03,Census Tract 12.03; Champaign County; Illinois,40.09108824198521,-88.28580828059093,1,0,cluster_0,76944.0,3.3,3.5,25.92,9.39,6.6,16.1,35.0,48.2,25.18,10.1,13.6,65.57,1946.0,32848.0,81765.0,nonstudent_calibrated,-7.485556873776136,3.448656902578569,0.06030701754385965,0.9788925438596491,3.375864528264273,0.008092063541693747,265.8081032175562,0.8092063541693747,13.659203659689426
2019,17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,106.01,Census Tract 106.01,Census Tract 106.01; Champaign County; Illinois,40.19961782801814,-88.42895481438009,1,0,cluster_0,94828.0,1.6,5.0,23.46,8.64,4.6,11.4,46.7,48.9,18.87,10.2,10.3,83.36,2146.0,32848.0,81765.0,nonstudent_calibrated,-9.316982782807557,1.617230993547148,0.06140350877192982,0.9785087719298246,1.5824747134226698,0.00379324638975483,124.60055741066665,0.379324638975483,5.8061769529667595
2019,17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,12.04,Census Tract 12.04,Census Tract 12.04; Champaign County; Illinois,40.06935621376529,-88.28995631669251,1,0,cluster_0,120785.0,1.1,3.7,34.4,3.55,5.9,8.8,60.5,61.2,21.35,5.4,16.2,86.15,1321.0,32848.0,81765.0,nonstudent_calibrated,-10.924213776354705,0.01,0.008771929824561412,0.9969298245614036,0.009969298245614036,2.3896751245253024e-05,0.7849604849040713,0.0023896751245253024,0.05942168697229912
2021,17019000200,Champaign — Higher economic stress area,Champaign,61820.0,Higher poverty rate; more very-low-income households.,2,Census Tract 2,Census Tract 2; Champaign County; Illinois,40.12297727012885,-88.23303820803416,1,0,cluster_0,25531.0,39.0,9.3,52.47,32.51,49.1,30.5,2.2,19.6,61.45,20.6,8.4,54.4,921.0,29386.0,84248.0,nonstudent_calibrated,8.100827201361826,19.420526709405248,0.18743343982960597,0.9343982960596379,18.14650706584895,0.037748466644649016,1109.276440819656,3.7748466644649015,120.44261029529382
2021,17019000700,Champaign — Mixed residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,7,Census Tract 7,Census Tract 7; Champaign County; Illinois,40.12911964670084,-88.2463742564862,1,0,cluster_0,39173.0,30.2,13.2,38.66,19.89,30.5,33.4,6.0,12.1,51.29,15.1,9.1,55.89,1392.0,29386.0,84248.0,nonstudent_calibrated,6.983193769258369,18.302893277301788,0.1288604898828541,0.954898828541001,17.47741134940644,0.036356609950545,1068.3753400067155,3.6356609950545002,76.75110201197668
2021,17019010300,Rantoul — Family-oriented residential area,Rantoul,61866.0,Renter-heavy housing profile; higher poverty rate; more households with children.,103,Census Tract 103,Census Tract 103; Champaign County; Illinois,40.29292648139781,-88.14451450086497,1,0,cluster_0,36409.0,29.6,9.4,52.92,20.57,28.2,40.7,9.3,9.8,78.71,9.2,4.3,62.52,1198.0,29386.0,84248.0,nonstudent_calibrated,6.510016546550308,17.829716054593728,0.06602768903088391,0.9768903088391906,17.41767682308714,0.03623234985100543,1064.7238327216455,3.623234985100543,88.87511124554636
2021,17019000901,Champaign — Family-oriented residential area,Champaign,61821.0,More very-low-income households; more households with children.,9.01,Census Tract 9.01,Census Tract 9.01; Champaign County; Illinois,40.12977778291398,-88.26829601472002,1,0,cluster_0,39673.0,27.1,10.2,39.66,17.8,30.9,33.0,7.4,11.7,63.2,15.8,6.8,54.1,1867.0,29386.0,84248.0,nonstudent_calibrated,5.157235208491299,16.476934716534718,0.13631522896698617,0.9522896698615548,15.690814721539239,0.0326401215393174,959.162611554381,3.26401215393174,51.37453730875099
2021,17019005401,Urbana — Mixed residential area,Urbana,61802.0,Renter-heavy housing profile; more very-low-income households.,54.01,Census Tract 54.01,Census Tract 54.01; Champaign County; Illinois,40.12462916764154,-88.19476931100071,1,0,cluster_0,35521.0,22.5,6.0,60.61,19.16,36.2,36.8,5.5,34.7,68.43,18.2,12.9,43.35,2189.0,29386.0,84248.0,nonstudent_calibrated,5.098263541427044,16.417963049470465,0.16187433439829604,0.9433439829605964,15.487786655187367,0.03221778140725779,946.7517244336774,3.221778140725779,43.250421399437066
2021,17019000301,Champaign — Student-dense area,Champaign,61820.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,3.01,Census Tract 3.01,Census Tract 3.01; Champaign County; Illinois,40.11083056062445,-88.23549759213894,1,1,cluster_1,5512.0,81.5,7.1,62.64,56.08,79.6,15.0,1.2,64.6,100.0,88.6,0.8,2.13,2163.0,29386.0,84248.0,nonstudent_calibrated,11.101417215197648,22.421116723241067,0.9116080937167198,0.6809371671991481,15.267371706965218,0.031759272985182205,933.2779959425643,3.1759272985182205,43.14738769961
2021,17019011100,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,111,Census Tract 111,Census Tract 111; Champaign County; Illinois,40.11409763212329,-88.21447402494275,1,1,cluster_1,25663.0,52.6,7.2,68.56,39.13,47.1,28.2,3.6,71.5,95.63,61.2,0.8,7.04,938.0,29386.0,84248.0,nonstudent_calibrated,7.7374940419615275,19.05719355000495,0.6198083067092651,0.7830670926517572,14.923061147304196,0.03104303621137218,912.2306621073828,3.104303621137218,97.25273583234359
2021,17019005300,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,53,Census Tract 53,Census Tract 53; Champaign County; Illinois,40.12870429058973,-88.21959909210925,1,1,cluster_1,21726.0,47.2,9.9,40.58,23.99,54.4,28.9,4.3,47.1,87.45,51.5,4.6,20.81,2350.0,29386.0,84248.0,nonstudent_calibrated,6.8245393183744705,18.14423882641789,0.516506922257721,0.8192225772097976,14.864170092888138,0.030920530706856852,908.6307153516955,3.0920530706856852,38.6651368234764
