"1400000US17019001201","Census Tract 12.01; Champaign County; Illinois","2924","339","10.5","6.2","5.0","4.2","10.8","5.3","5.4","4.1","11.3","4.9","22.2","7.9","11.2","5.8","15.3","7.5","4.8","5.2","3.8","3.2","53118","9181","67728","11598","45.3","(X)","(X)","(X)","(X)","(X)","1825","335","4.5","4.8","5.0","5.0","5.8","6.5","6.9","6.3","13.9","7.1","21.2","9.8","8.8","4.9","21.4","10.8","6.5","7.8","6.0","5.4","66975","15602","81503","15959","(X)","(X)","52.9","(X)","(X)","(X)","1148","298","0.0","3.0","0.0","3.0","4.4","7.5","1.9","3.9","9.8","9.1","22.6","11.6","13.9","8.4","27.4","16.1","10.3","12.3","9.6","8.5","93155","21357","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1099","272","20.5","14.2","4.8","7.2","19.0","11.7","2.8","3.3","10.6","5.6","20.0","10.0","15.2","12.2","5.1","5.6","1.9","3.6","0.0","3.1","37250","23165","44630","12410","(X)","(X)","(X)","(X)","32.8","(X)",
"1400000US17019001203","Census Tract 12.03; Champaign County; Illinois","1964","182","1.1","1.2","0.4","0.6","2.2","2.1","8.9","4.7","7.7","3.3","14.4","5.9","22.8","7.2","23.4","7.4","7.2","3.9","11.8","5.0","92882","9233","110970","12222","32.3","(X)","(X)","(X)","(X)","(X)","1263","142","1.7","1.9","0.0","2.7","2.2","2.8","2.5","3.3","10.8","5.1","13.5","7.3","16.8","6.9","31.9","9.5","10.5","5.8","10.1","4.5","102316","15177","114432","11191","(X)","(X)","31.3","(X)","(X)","(X)","1042","158","0.9","1.3","0.0","3.3","2.7","3.4","3.1","4.1","4.3","4.3","12.2","8.3","16.3","6.5","35.6","11.0","12.7","6.8","12.3","5.4","115417","11775","N","N","(X)","(X)","(X)","(X)","(X)","(X)","701","175","0.0","4.9","1.1","1.8","2.3","2.9","20.4","11.6","9.1","7.0","14.4","7.2","29.4","13.1","7.1","4.8","1.3","2.0","14.8","12.6","75538","12003","101737","29890","(X)","(X)","(X)","(X)","30.7","(X)",
"1400000US17019001204","Census Tract 12.04; Champaign County; Illinois","1479","160","6.3","6.4","0.7","1.0","2.5","2.5","0.8","1.2","4.3","3.4","5.1","2.9","11.4","4.7","30.1","8.2","16.5","5.4","22.3","8.5","126495","19190","158481","23872","22.6","(X)","(X)","(X)","(X)","(X)","1051","187","2.0","3.2","0.0","3.3","0.7","1.0","0.0","3.3","3.9","4.6","4.9","3.9","11.5","4.9","25.3","8.3","20.3","8.3","31.4","9.7","155742","26628","188868","26289","(X)","(X)","20.5","(X)","(X)","(X)","921","158","2.3","3.6","0.0","3.7","0.0","3.7","0.0","3.7","4.5","5.3","0.1","0.6","8.3","4.6","26.1","8.6","23.1","9.2","35.7","10.9","170190","27817","N","N","(X)","(X)","(X)","(X)","(X)","(X)","428","136","16.8","19.0","2.3","3.4","7.0","9.0","2.8","4.2","5.1","5.4","5.6","4.9","11.2","10.8","41.8","17.0","7.2","6.7","0.0","7.8","96731","53397","83864","23800","(X)","(X)","(X)","(X)","27.8","(X)",
"1400000US17019001205","Census Tract 12.05; Champaign County; Illinois","3288","375","8.2","5.1","2.9","3.2","4.2","5.1","3.4","2.7","8.8","5.0","16.8","6.9","9.2","3.9","16.4","5.2","9.4","4.1","20.8","4.9","87368","25164","153456","26339","40.1","(X)","(X)","(X)","(X)","(X)","2280","294","2.5","3.6","2.2","3.5","0.0","1.5","2.5","3.1","6.3","5.1","15.0","8.8","10.3","4.4","18.3","6.3","13.6","5.8","29.3","6.9","135924","9045","199276","36093","(X)","(X)","40.5","(X)","(X)","(X)","1988","316","2.8","4.1","0.0","1.7","0.0","1.7","2.1","3.2","4.9","5.6","9.4","8.3","11.1","5.1","20.6","7.1","15.5","6.6","33.7","7.7","149394","35433","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1008","342","21.1","12.7","4.5","6.7","13.7","14.7","5.4","5.2","15.6","10.8","21.8","10.4","6.6","6.3","9.9","8.4","0.0","3.4","1.4","2.4","38750","19586","48376","12454","(X)","(X)","(X)","(X)","39.1","(X)",
"1400000US17019001206","Census Tract 12.06; Champaign County; Illinois","793","149","6.1","5.9","1.3","1.7","2.4","2.0","12.0","9.0","2.9","2.0","11.0","4.9","8.8","5.8","19.7","6.1","14.8","4.4","21.2","6.0","109132","21651","145127","22647","30.6","(X)","(X)","(X)","(X)","(X)","518","101","0.0","6.5","1.9","2.6","0.0","6.5","8.7","10.8","0.8","1.3","9.5","4.3","11.0","8.4","18.3","7.7","20.7","6.2","29.2","8.3","146875","33145","181874","28519","(X)","(X)","35.1","(X)","(X)","(X)","454","108","0.0","7.4","0.0","7.4","0.0","7.4","9.9","12.0","0.9","1.5","7.5","3.9","10.6","9.2","15.2","8.6","23.6","7.4","32.4","9.5","163125","24068","N","N","(X)","(X)","(X)","(X)","(X)","(X)","275","104","17.5","15.5","0.0","11.9","6.9","5.7","18.2","16.2","6.9","5.3","16.0","11.9","6.2","6.2","20.0","10.9","3.6","4.2","4.7","4.7","50469","35195","73254","21326","(X)","(X)","(X)","(X)","20.7","(X)",
"1400000US17019001301","Census Tract 13.01; Champaign County; Illinois","2655","277","2.1","1.8","0.4","0.7","2.3","2.0","10.0","5.1","14.4","6.1","14.7","5.4","18.9","7.2","15.2","5.7","10.7","4.5","11.3","4.4","78438","10385","103325","11817","26.0","(X)","(X)","(X)","(X)","(X)","1626","226","1.0","1.5","0.7","1.2","3.4","4.4","6.8","4.6","4.6","5.8","11.2","6.1","20.6","10.5","20.8","9.0","14.2","7.4","16.8","7.0","106000","23754","126371","17481","(X)","(X)","26.3","(X)","(X)","(X)","1359","222","0.0","2.5","0.0","2.5","1.0","1.6","0.0","2.5","5.5","6.8","9.6","6.6","23.8","12.5","23.0","10.7","17.0","8.6","20.1","8.9","123512","24077","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1029","182","3.9","3.7","0.0","3.3","4.5","4.6","11.1","9.4","29.8","11.6","20.2","9.8","16.3","9.3","6.4","3.6","5.2","4.3","2.6","3.1","53281","13763","66578","8928","(X)","(X)","(X)","(X)","25.6","(X)",
"1400000US17019001302","Census Tract 13.02; Champaign County; Illinois","2008","199","1.3","1.6","0.0","1.7","3.0","2.5","8.5","5.3","4.3","3.0","19.7","6.8","11.9","9.8","16.1","5.2","13.7","5.9","21.4","6.6","104048","31359","136785","16423","30.6","(X)","(X)","(X)","(X)","(X)","947","152","1.6","2.5","0.0","3.6","2.0","3.0","3.6","4.1","0.0","3.6","6.2","5.5","3.2","3.8","25.4","9.6","18.4","9.8","39.6","10.7","157216","27818","188073","22705","(X)","(X)","29.5","(X)","(X)","(X)","824","136","1.8","2.9","0.0","4.2","0.0","4.2","0.0","4.2","0.0","4.2","6.2","5.8","1.1","1.7","27.2","9.8","21.1","10.8","42.6","11.5","177750","42682","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1061","248","1.0","1.9","0.0","3.2","4.0","3.5","12.9","9.0","8.2","5.8","31.8","12.8","19.7","16.9","7.7","5.0","9.6","7.6","5.1","3.9","70164","14885","91008","16728","(X)","(X)","(X)","(X)","31.7","(X)",
"1400000US17019001400","Census Tract 14; Champaign County; Illinois","1587","148","5.3","3.1","3.2","2.5","5.7","3.5","6.4","3.7","9.9","4.9","22.0","8.1","4.2","2.5","16.4","5.0","17.5","6.6","9.5","3.8","65469","23125","101712","12321","29.9","(X)","(X)","(X)","(X)","(X)","1038","139","1.3","2.1","1.3","1.9","4.4","5.8","6.0","4.0","3.6","2.8","22.9","9.7","1.6","2.0","21.6","7.3","24.6","8.7","12.8","5.4","125435","22793","126021","15226","(X)","(X)","22.0","(X)","(X)","(X)","847","143","0.0","4.0","1.5","2.4","0.0","4.0","5.4","4.0","4.4","3.5","17.6","10.2","1.2","1.9","26.1","8.3","28.1","9.8","15.7","6.8","132474","20161","N","N","(X)","(X)","(X)","(X)","(X)","(X)","549","125","12.9","8.0","6.7","6.2","8.2","6.2","7.3","6.4","21.9","13.1","20.2","13.4","8.9","6.4","6.7","6.6","7.1","5.6","0.0","6.2","41875","12137","52778","9889","(X)","(X)","(X)","(X)","45.0","(X)",
"1400000US17019005300","Census Tract 53; Champaign County; Illinois","2090","300","26.9","9.8","6.8","6.0","13.1","6.1","27.1","11.4","7.9","4.9","12.5","5.5","3.3","2.6","1.3","1.6","1.0","1.3","0.0","1.7","27094","5137","29212","5929","26.5","(X)","(X)","(X)","(X)","(X)","393","135","7.4","8.5","0.0","8.5","27.2","17.9","27.5","19.9","3.3","7.0","31.0","20.0","3.6","6.5","0.0","8.5","0.0","8.5","0.0","8.5","29677","5810","38168","8705","(X)","(X)","27.5","(X)","(X)","(X)","75","41","0.0","35.2","0.0","35.2","16.0","25.5","16.0","27.0","0.0","35.2","49.3","39.6","18.7","30.9","0.0","35.2","0.0","35.2","0.0","35.2","53906","13820","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1697","307","31.4","11.1","8.4","7.3","10.8","6.2","27.7","13.8","9.0","6.1","6.6","5.0","3.2","2.8","1.6","2.0","1.2","1.7","0.0","2.0","24688","9056","26612","6580","(X)","(X)","(X)","(X)","26.2","(X)",
"1400000US17019005401","Census Tract 54.01; Champaign County; Illinois","2215","239","10.3","7.5","3.2","3.2","20.4","9.7","11.1","6.0","16.5","7.5","22.9","9.1","8.8","4.5","3.1","2.5","0.7","1.1","3.1","3.5","43047","13541","49818","9922","45.8","(X)","(X)","(X)","(X)","(X)","702","167","3.3","4.5","0.0","4.9","12.1","14.1","12.1","10.1","11.5","8.4","37.0","17.0","4.8","5.8","9.7","7.9","2.1","3.5","7.3","10.1","65180","18359","71302","21826","(X)","(X)","66.7","(X)","(X)","(X)","309","149","0.0","10.7","0.0","10.7","0.0","10.7","0.0","10.7","11.0","13.1","39.2","21.4","11.0","12.8","22.0","18.3","4.9","7.6","12.0","19.7","69977","54053","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1513","280","13.9","10.6","4.6","4.7","24.3","14.2","10.6","8.2","18.4","10.9","16.3","10.5","10.7","6.1","0.0","2.3","0.0","2.3","1.1","1.8","27422","21001","39213","8918","(X)","(X)","(X)","(X)","36.2","(X)",
"1400000US17019005402","Census Tract 54.02; Champaign County; Illinois","1827","304","4.5","4.3","0.5","0.9","3.9","3.6","12.6","5.9","10.8","5.7","28.9","10.5","18.3","7.9","16.1","6.4","3.0","2.1","1.3","1.5","66334","6363","74616","7924","38.3","(X)","(X)","(X)","(X)","(X)","890","212","7.4","9.3","1.9","3.4","5.3","6.6","11.6","8.0","6.9","5.5","19.0","10.8","21.0","12.6","18.8","8.8","5.6","4.0","2.6","3.2","69079","34429","82823","16031","(X)","(X)","47.6","(X)","(X)","(X)","627","189","8.3","12.0","0.0","5.4","0.0","5.4","6.7","6.6","3.0","4.6","24.7","14.6","26.8","16.9","18.8","10.9","8.0","5.7","3.7","4.5","90189","20070","N","N","(X)","(X)","(X)","(X)","(X)","(X)","937","230","3.3","3.3","1.0","1.7","2.7","2.9","13.6","9.7","14.5","10.4","36.5","16.8","15.8","9.1","12.2","8.8","0.5","0.9","0.0","3.7","65300","17007","63502","7848","(X)","(X)","(X)","(X)","26.0","(X)",
"1400000US17019005500","Census Tract 55; Champaign County; Illinois","2398","264","7.7","6.5","4.0","3.3","10.4","4.3","9.3","5.5","10.0","5.5","20.5","6.7","17.9","7.4","9.4","5.0","5.0","3.4","5.7","3.9","60115","5827","76063","13182","34.2","(X)","(X)","(X)","(X)","(X)","1291","249","11.9","11.2","0.0","2.7","6.4","5.0","7.0","8.3","8.4","8.3","17.4","8.7","28.7","12.4","8.6","5.5","7.0","5.7","4.5","4.1","74240","12922","85359","24266","(X)","(X)","31.8","(X)","(X)","(X)","931","232","9.2","11.8","0.0","3.7","8.9","6.7","0.0","3.7","11.7","11.4","16.2","8.9","28.2","13.8","9.7","7.1","9.8","7.7","6.2","5.8","76217","8863","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1107","250","2.9","3.8","8.8","7.1","15.0","8.0","11.9","6.6","11.8","7.4","25.2","10.1","5.4","5.3","9.2","8.7","2.6","3.0","7.1","8.3","46696","21375","64713","15702","(X)","(X)","(X)","(X)","37.0","(X)",
"1400000US17019005601","Census Tract 56.01; Champaign County; Illinois","2666","238","3.9","2.7","4.1","3.8","7.0","4.5","8.4","4.7","13.9","5.8","14.3","6.7","19.6","7.3","16.4","6.5","7.9","6.1","4.5","3.6","67292","20320","90694","22368","37.9","(X)","(X)","(X)","(X)","(X)","1154","257","5.4","5.4","3.6","3.7","0.0","3.0","5.0","5.3","3.6","3.8","26.6","12.0","22.2","9.5","24.4","12.1","1.4","2.3","7.9","8.0","80588","17742","114022","44930","(X)","(X)","42.9","(X)","(X)","(X)","910","200","4.2","6.6","0.0","3.8","0.0","3.8","3.5","4.1","2.1","2.8","23.4","12.5","25.5","11.7","29.6","13.5","1.8","2.9","10.0","10.2","91034","17791","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1512","329","2.8","3.3","4.5","5.3","12.4","8.9","12.8","8.2","21.8","9.5","3.2","3.5","17.6","11.6","10.3","6.2","12.8","9.8","2.0","2.8","42405","27442","72429","15878","(X)","(X)","(X)","(X)","34.1","(X)",
"1400000US17019005602","Census Tract 56.02; Champaign County; Illinois","1303","132","10.1","5.6","3.0","2.9","10.9","7.9","8.3","6.3","6.4","3.3","13.9","7.0","17.3","8.1","13.8","6.0","5.1","2.4","11.1","5.8","62768","27789","86770","14817","28.6","(X)","(X)","(X)","(X)","(X)","522","103","2.7","4.1","0.0","6.5","2.9","4.6","11.1","11.2","5.2","5.1","18.6","11.0","14.8","8.8","14.8","10.3","8.0","4.5","22.0","10.9","90536","28271","124313","26550","(X)","(X)","20.9","(X)","(X)","(X)","431","96","0.0","7.8","0.0","7.8","0.0","7.8","8.4","10.3","4.2","4.8","15.3","10.8","17.9","10.7","17.9","11.9","9.7","5.3","26.7","12.3","110524","21003","N","N","(X)","(X)","(X)","(X)","(X)","(X)","781","139","15.1","9.1","5.0","4.9","16.3","11.8","6.4","6.7","7.3","4.8","14.7","10.2","19.0","11.9","9.2","5.9","3.2","3.8","3.8","3.8","47426","18444","59091","12410","(X)","(X)","(X)","(X)","33.8","(X)",
"1400000US17019005701","Census Tract 57.01; Champaign County; Illinois","2423","257","10.4","7.0","5.8","4.2","8.1","4.4","6.5","5.1","13.5","5.9","12.4","5.5","9.1","4.9","15.4","5.9","10.0","5.4","8.9","4.9","56719","23954","84003","9530","43.3","(X)","(X)","(X)","(X)","(X)","1325","241","2.3","2.7","0.0","2.6","4.5","4.2","7.2","8.5","16.7","8.7","9.4","6.8","8.9","7.3","18.8","7.8","15.8","9.2","16.2","9.2","100958","25071","114336","16267","(X)","(X)","41.0","(X)","(X)","(X)","1021","180","0.0","3.4","0.0","3.4","1.7","3.0","0.0","3.4","16.3","10.4","9.9","8.2","11.6","9.2","22.2","9.4","17.3","10.9","21.1","11.8","119489","36977","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1098","209","20.0","14.4","12.8","9.2","12.4","8.3","5.6","3.8","9.6","6.7","18.1","11.7","7.3","5.5","12.3","7.2","1.8","3.0","0.0","3.1","33750","20019","46016","10634","(X)","(X)","(X)","(X)","46.0","(X)",
"1400000US17019005702","Census Tract 57.02; Champaign County; Illinois","694","95","0.9","1.4","1.3","2.0","4.8","5.1","3.2","3.0","6.2","4.2","16.6","8.8","15.4","7.4","12.0","6.0","15.9","7.2","23.9","8.5","104500","48972","140253","20404","32.1","(X)","(X)","(X)","(X)","(X)","438","96","0.0","7.7","0.0","7.7","0.0","7.7","2.1","3.2","0.0","7.7","7.5","11.2","17.1","9.9","18.9","9.9","18.7","10.4","35.6","11.4","160167","16467","170268","22015","(X)","(X)","25.3","(X)","(X)","(X)","373","79","0.0","9.0","0.0","9.0","0.0","9.0","2.4","3.7","0.0","9.0","0.0","9.0","15.8","11.1","18.0","9.0","22.0","11.3","41.8","13.4","169625","27495","N","N","(X)","(X)","(X)","(X)","(X)","(X)","256","71","2.3","3.7","3.5","5.4","12.9","13.6","5.1","5.7","16.8","11.3","32.0","16.3","12.5","12.0","0.0","12.8","10.9","9.8","3.9","6.4","52308","14831","82702","36264","(X)","(X)","(X)","(X)","43.8","(X)",
"1400000US17019005800","Census Tract 58; Champaign County; Illinois","1487","157","12.3","6.0","6.3","4.2","12.2","5.5","4.5","2.5","1.8","1.7","13.5","5.8","12.2","4.9","7.0","3.5","8.9","3.9","21.4","4.1","73365","17387","118703","19832","26.2","(X)","(X)","(X)","(X)","(X)","608","99","2.6","4.2","0.0","5.6","8.4","8.3","0.0","5.6","2.3","3.7","10.7","6.9","12.3","7.9","7.2","5.5","14.1","7.4","42.3","9.1","163056","23831","177975","24309","(X)","(X)","18.4","(X)","(X)","(X)","484","78","0.0","7.0","0.0","7.0","0.0","7.0","0.0","7.0","2.9","4.6","9.1","6.8","8.1","6.5","9.1","6.9","17.8","8.9","53.1","10.3","208472","22203","N","N","(X)","(X)","(X)","(X)","(X)","(X)","879","139","20.8","9.7","8.8","6.5","14.8","7.5","7.6","4.4","1.5","1.8","15.5","8.6","13.0","7.1","7.1","4.6","5.2","4.0","5.8","3.8","33491","26589","76054","28674","(X)","(X)","(X)","(X)","30.4","(X)",
"1400000US17019005901","Census Tract 59.01; Champaign County; Illinois","383","87","51.7","16.1","15.1","12.4","11.2","7.5","0.5","1.6","6.5","7.4","4.7","4.5","1.6","2.9","6.5","3.1","0.0","8.7","2.1","2.6","9604","3202","27065","7078","23.8","(X)","(X)","(X)","(X)","(X)","87","55","0.0","31.9","36.8","30.0","16.1","19.5","0.0","31.9","9.2","13.8","0.0","31.9","0.0","31.9","28.7","20.7","0.0","31.9","9.2","13.7","-","**","73436","45168","(X)","(X)","9.2","(X)","(X)","(X)","55","25","0.0","41.5","0.0","41.5","25.5","28.5","0.0","41.5","14.5","19.8","0.0","41.5","0.0","41.5","45.5","24.9","0.0","41.5","14.5","19.7","101058","49950","N","N","(X)","(X)","(X)","(X)","(X)","(X)","296","77","66.9","18.0","8.8","10.9","9.8","8.4","0.7","2.1","5.7","8.1","6.1","6.0","2.0","3.7","0.0","11.1","0.0","11.1","0.0","11.1","7067","3506","13436","6265","(X)","(X)","(X)","(X)","28.0","(X)",
"1400000US17019005902","Census Tract 59.02; Champaign County; Illinois","756","139","29.9","12.5","18.1","11.1","18.5","9.8","15.7","7.1","7.1","7.1","8.1","5.7","2.5","3.1","0.0","4.5","0.0","4.5","0.0","4.5","15781","6692","21065","4817","15.6","(X)","(X)","(X)","(X)","(X)","76","66","0.0","34.9","0.0","34.9","43.4","53.8","0.0","34.9","40.8","53.0","0.0","34.9","15.8","33.7","0.0","34.9","0.0","34.9","0.0","34.9","-","**","39083","21249","(X)","(X)","43.4","(X)","(X)","(X)","12","21","0.0","88.8","0.0","88.8","0.0","88.8","0.0","88.8","0.0","88.8","0.0","88.8","100.0","88.8","0.0","88.8","0.0","88.8","0.0","88.8","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","680","147","33.2","13.4","20.1","11.9","15.7","8.2","17.5","8.0","3.4","3.3","9.0","6.4","1.0","1.6","0.0","5.0","0.0","5.0","0.0","5.0","12209","4939","19051","4606","(X)","(X)","(X)","(X)","12.5","(X)",
"1400000US17019006000","Census Tract 60; Champaign County; Illinois","588","107","20.6","8.4","3.2","3.1","9.5","4.8","21.8","10.2","15.1","7.9","15.5","6.7","6.3","4.1","3.6","3.8","1.2","1.7","3.2","2.6","30929","7390","61092","19961","11.2","(X)","(X)","(X)","(X)","(X)","212","47","17.0","13.8","0.0","15.2","9.0","10.2","6.1","6.5","14.6","9.6","29.2","14.2","11.3","9.8","6.6","8.1","3.3","4.6","2.8","3.4","53667","8603","79562","33532","(X)","(X)","17.0","(X)","(X)","(X)","180","49","7.8","6.6","0.0","17.6","10.6","10.9","7.2","7.6","17.2","10.7","28.9","13.9","13.3","11.4","7.8","9.6","3.9","5.4","3.3","4.0","54667","5873","N","N","(X)","(X)","(X)","(X)","(X)","(X)","376","102","22.6","10.5","5.1","4.8","9.8","5.8","30.6","14.6","15.4","11.5","7.7","4.8","3.5","3.7","1.9","3.3","0.0","8.9","3.5","3.6","28641","2906","50677","24514","(X)","(X)","(X)","(X)","8.0","(X)",
"1400000US17019010100","Census Tract 101; Champaign County; Illinois","1889","273","3.0","2.8","6.9","5.3","6.8","7.1","14.3","11.4","14.9","7.0","30.4","12.5","14.7","7.8","7.2","5.1","1.2","1.6","0.7","1.8","51291","4243","55778","6423","57.2","(X)","(X)","(X)","(X)","(X)","1013","222","1.4","2.2","3.4","5.4","4.5","6.4","17.3","18.6","6.6","5.4","35.8","18.8","17.2","12.2","10.4","8.8","2.2","3.0","1.3","3.4","57093","14419","65817","12137","(X)","(X)","49.7","(X)","(X)","(X)","631","224","2.2","3.4","0.0","5.4","0.6","1.5","24.1","28.1","7.1","6.4","21.4","21.5","22.3","19.2","16.6","14.4","3.5","4.7","2.1","5.7","64531","26010","N","N","(X)","(X)","(X)","(X)","(X)","(X)","876","294","4.8","5.4","11.1","9.5","14.2","15.0","10.8","12.0","22.1","12.5","21.6","14.9","11.9","8.9","3.5","5.4","0.0","3.9","0.0","3.9","44631","9891","43132","6944","(X)","(X)","(X)","(X)","65.9","(X)",
"1400000US17019010204","Census Tract 102.04; Champaign County; Illinois","2028","342","14.7","10.7","0.5","0.9","8.5","4.5","3.7","2.6","19.5","7.2","20.3","8.5","11.5","5.1","14.3","6.1","2.4","1.9","4.5","2.9","54773","13060","70406","12037","51.6","(X)","(X)","(X)","(X)","(X)","1014","178","4.8","5.6","1.6","2.4","9.9","7.9","2.2","2.7","17.6","9.0","12.9","6.1","17.9","9.1","20.3","9.1","4.4","3.7","8.4","5.4","78155","16821","93298","15019","(X)","(X)","50.6","(X)","(X)","(X)","758","172","1.2","2.1","0.0","4.5","6.6","8.6","1.2","2.3","16.0","10.5","10.8","5.8","20.2","10.7","26.9","11.7","5.9","5.0","11.2","7.3","90714","24391","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1014","339","24.7","17.9","1.0","1.8","8.3","6.0","4.0","3.6","19.8","11.1","30.0","15.5","5.0","4.5","6.1","5.7","1.1","1.9","0.0","3.4","48268","11356","45420","13051","(X)","(X)","(X)","(X)","52.6","(X)",
"1400000US17019010300","Census Tract 103; Champaign County; Illinois","1186","134","8.9","10.1","2.1","1.8","5.6","5.7","21.6","10.3","24.5","10.8","15.7","7.5","6.4","3.0","15.0","9.9","0.0","2.9","0.3","0.4","40297","5436","52930","10838","34.6","(X)","(X)","(X)","(X)","(X)","792","146","11.6","11.9","0.0","4.3","2.4","2.6","19.7","11.0","24.4","13.8","16.4","10.1","7.8","4.2","17.3","12.5","0.0","4.3","0.4","0.6","42154","11138","57051","13850","(X)","(X)","31.4","(X)","(X)","(X)","315","112","8.6","11.7","0.0","10.5","0.0","10.5","12.1","14.2","20.0","14.8","7.0","6.6","19.7","11.2","31.7","22.4","0.0","10.5","1.0","1.5","77083","42117","N","N","(X)","(X)","(X)","(X)","(X)","(X)","394","120","3.3","13.5","6.3","5.9","12.2","16.0","25.4","16.7","24.6","18.3","22.6","14.8","3.6","4.1","2.0","3.6","0.0","8.5","0.0","8.5","35344","7816","40390","7962","(X)","(X)","(X)","(X)","32.5","(X)",
"1400000US17019010400","Census Tract 104; Champaign County; Illinois","1713","141","4.6","1.7","2.9","1.8","6.6","1.7","4.6","1.8","9.6","2.8","19.2","3.4","14.4","2.7","21.0","4.1","8.1","2.2","9.1","4.4","79958","9789","97438","9103","46.4","(X)","(X)","(X)","(X)","(X)","1142","115","1.1","1.1","1.1","1.1","2.8","1.5","3.2","1.8","8.6","3.0","15.9","3.4","16.8","3.3","25.7","5.4","12.3","3.2","12.6","6.4","100600","11344","118741","12014","(X)","(X)","47.1","(X)","(X)","(X)","868","103","0.0","3.9","0.0","3.9","2.0","1.1","1.6","1.2","5.3","2.4","13.7","3.5","18.1","3.9","28.9","6.0","15.6","4.4","14.9","7.9","122500","18497","N","N","(X)","(X)","(X)","(X)","(X)","(X)","571","90","11.6","4.5","6.5","4.8","14.9","4.3","7.4","3.9","13.0","5.6","25.9","8.0","9.6","4.9","9.3","4.0","0.0","5.9","1.9","2.0","46719","5837","52021","6382","(X)","(X)","(X)","(X)","43.3","(X)",
"1400000US17019010500","Census Tract 105; Champaign County; Illinois","1588","134","1.4","1.3","0.7","0.7","2.9","2.5","4.5","2.9","5.1","3.2","12.5","4.2","18.2","5.4","23.2","6.4","11.0","4.2","20.6","5.9","107208","14453","139743","19110","41.0","(X)","(X)","(X)","(X)","(X)","1374","136","1.0","1.2","0.0","2.5","1.8","1.8","4.1","2.9","5.6","3.4","14.3","4.6","14.1","5.3","24.2","7.0","11.4","4.7","23.4","7.0","123875","17690","148808","22158","(X)","(X)","42.0","(X)","(X)","(X)","1186","133","1.2","1.3","0.0","2.9","1.8","2.0","2.1","1.6","5.3","3.6","10.5","4.2","11.9","4.8","27.5","8.2","12.7","5.5","27.1","7.7","134063","16536","N","N","(X)","(X)","(X)","(X)","(X)","(X)","214","73","3.7","5.5","5.1","5.3","9.8","14.1","8.9","9.8","8.4","9.0","22.0","15.4","24.3","16.7","15.0","14.5","0.0","15.0","2.8","4.7","61190","21778","66022","15702","(X)","(X)","(X)","(X)","22.4","(X)",
"1400000US17019010601","Census Tract 106.01; Champaign County; Illinois","2024","162","0.7","1.2","0.0","1.7","2.6","2.5","2.3","2.1","7.1","4.3","5.0","2.9","13.4","6.8","33.9","7.5","19.3","6.4","15.6","6.2","123876","8933","144852","15227","27.4","(X)","(X)","(X)","(X)","(X)","1758","166","0.0","2.0","0.0","2.0","1.7","2.0","1.0","1.7","7.2","4.8","2.6","2.1","14.1","7.6","35.8","8.9","20.5","7.6","17.1","7.0","125882","17282","152476","17211","(X)","(X)","24.9","(X)","(X)","(X)","1564","176","0.0","2.2","0.0","2.2","0.8","1.4","1.1","1.9","5.2","4.3","1.2","1.7","14.5","8.4","36.3","9.5","23.0","8.7","17.9","7.4","131894","23147","N","N","(X)","(X)","(X)","(X)","(X)","(X)","266","80","5.3","8.5","0.0","12.3","8.6","12.9","11.3","11.8","15.4","14.0","21.1","15.5","9.0","10.1","19.2","14.6","4.5","8.2","5.6","9.7","54286","32565","85883","37338","(X)","(X)","(X)","(X)","43.6","(X)",
"1400000US17019010603","Census Tract 106.03; Champaign County; Illinois","2707","193","4.9","5.1","1.5","1.4","6.8","4.1","3.4","2.4","7.4","3.7","19.8","7.0","8.0","4.2","21.3","6.2","12.6","4.8","14.4","5.5","91615","26105","117724","16369","34.2","(X)","(X)","(X)","(X)","(X)","2069","177","1.0","1.6","0.6","1.0","2.9","2.7","2.5","2.4","4.7","3.5","19.0","7.3","9.7","5.6","25.7","7.7","15.6","6.5","18.3","6.8","116550","10753","139280","19285","(X)","(X)","32.6","(X)","(X)","(X)","1658","181","1.3","2.0","0.8","1.3","2.7","2.8","1.0","1.5","3.0","3.3","14.4","7.2","6.9","4.3","29.5","9.3","18.5","7.6","22.1","8.0","121270","12657","N","N","(X)","(X)","(X)","(X)","(X)","(X)","638","193","17.4","20.3","4.2","5.0","21.9","14.0","8.5","8.8","18.2","10.7","17.9","14.5","2.4","3.7","4.9","4.2","2.8","4.2","1.9","3.2","32833","18593","43943","12485","(X)","(X)","(X)","(X)","38.1","(X)",
